"","date","maxtempC","mintempC","totalSnow_cm","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset","location"
"1126","2017-04-16",28,16,0,13,6,56,17,23,23,22,14,18,74,0,1011,28,10,117,9,309,"Hazardous","2017-04-16","10:45 PM","08:44 AM","05:26 AM","06:23 PM","shanghai"
"1127","2017-04-17",23,16,0,9.4,5,48,18,20,21,20,26,63,87,0.7,1006,23,10,262,16,319,"Hazardous","2017-04-17","11:34 PM","09:30 AM","05:25 AM","06:24 PM","shanghai"
"1128","2017-04-18",27,14,0,13,6,41,14,21,21,20,24,13,68,0,1006,27,10,206,16,308,"Hazardous","2017-04-18","No moonrise","10:18 AM","05:24 AM","06:24 PM","shanghai"
"1129","2017-04-19",22,13,0,13,5,33,10,18,19,18,29,28,61,0,1011,22,10,140,19,253,"Very unhealthy","2017-04-19","12:21 AM","11:09 AM","05:23 AM","06:25 PM","shanghai"
"1130","2017-04-20",25,16,0,13,5,26,17,21,21,20,14,60,82,1.1,1009,25,9,230,10,305,"Hazardous","2017-04-20","01:05 AM","12:03 PM","05:22 AM","06:26 PM","shanghai"
"1131","2017-04-21",21,14,0,8.2,4,18,13,17,17,17,15,84,78,0,1013,21,10,217,11,319,"Hazardous","2017-04-21","01:48 AM","12:59 PM","05:20 AM","06:26 PM","shanghai"
"1132","2017-04-22",20,11,0,13.1,5,11,10,16,16,16,16,20,70,0,1016,20,10,251,12,263,"Very unhealthy","2017-04-22","02:28 AM","01:58 PM","05:19 AM","06:27 PM","shanghai"
"1133","2017-04-23",21,10,0,13.1,5,3,11,17,18,17,17,5,66,0,1017,21,10,142,13,273,"Very unhealthy","2017-04-23","03:08 AM","02:59 PM","05:18 AM","06:28 PM","shanghai"
"1134","2017-04-24",23,12,0,13.1,4,0,13,18,19,18,23,13,72,0,1016,23,10,141,16,297,"Very unhealthy","2017-04-24","03:48 AM","04:02 PM","05:17 AM","06:28 PM","shanghai"
"1135","2017-04-25",23,15,0,9.5,5,0,15,19,19,19,23,68,81,0.2,1015,23,8,120,16,304,"Hazardous","2017-04-25","04:27 AM","05:08 PM","05:16 AM","06:29 PM","shanghai"
"1136","2017-04-26",18,13,0,8.2,4,0,13,15,15,15,28,81,84,3.8,1017,18,9,63,18,183,"Unhealthy","2017-04-26","05:10 AM","06:15 PM","05:15 AM","06:30 PM","shanghai"
"1137","2017-04-27",20,10,0,13.2,5,4,8,16,16,16,16,35,59,0,1018,20,10,258,11,200,"Unhealthy","2017-04-27","05:54 AM","07:23 PM","05:14 AM","06:30 PM","shanghai"
"1138","2017-04-28",23,10,0,13.2,5,12,11,19,20,19,20,1,57,0,1014,23,10,246,14,304,"Hazardous","2017-04-28","06:42 AM","08:31 PM","05:13 AM","06:31 PM","shanghai"
"1139","2017-04-29",28,13,0,13.2,6,19,12,23,23,22,21,2,55,0,1012,28,10,228,14,315,"Hazardous","2017-04-29","07:35 AM","09:38 PM","05:12 AM","06:32 PM","shanghai"
"1140","2017-04-30",28,15,0,13.2,6,27,13,24,24,24,18,6,54,0,1012,28,10,180,12,301,"Hazardous","2017-04-30","08:31 AM","10:40 PM","05:11 AM","06:32 PM","shanghai"
"1141","2017-05-01",26,16,0,9.5,5,33,15,22,22,21,23,77,70,0.2,1014,26,10,137,15,220,"Very unhealthy","2017-05-01","09:31 AM","11:37 PM","05:10 AM","06:33 PM","shanghai"
"1142","2017-05-02",18,16,0,8.3,4,40,15,17,17,17,25,85,89,2.8,1017,18,10,114,16,133,"Unhealthy for sensitive groups","2017-05-02","10:32 AM","No moonset","05:09 AM","06:34 PM","shanghai"
"1143","2017-05-03",21,17,0,9.5,4,48,16,19,19,19,29,82,85,0.1,1016,21,10,115,20,138,"Unhealthy for sensitive groups","2017-05-03","11:34 AM","12:27 AM","05:09 AM","06:34 PM","shanghai"
"1144","2017-05-04",22,17,0,8.3,5,55,18,20,20,20,31,84,90,0.1,1011,22,10,208,21,162,"Unhealthy","2017-05-04","12:33 PM","01:13 AM","05:08 AM","06:35 PM","shanghai"
"1145","2017-05-05",23,16,0,10.8,5,62,17,19,20,19,20,64,87,0,1016,23,6,305,14,303,"Hazardous","2017-05-05","01:32 PM","01:53 AM","05:07 AM","06:36 PM","shanghai"
"1146","2017-05-06",24,15,0,12,5,70,14,19,20,19,15,47,74,0,1020,24,8,89,10,318,"Hazardous","2017-05-06","02:28 PM","02:30 AM","05:06 AM","06:36 PM","shanghai"
"1147","2017-05-07",26,16,0,13.3,6,77,12,21,21,21,16,25,57,0,1018,26,10,139,10,321,"Hazardous","2017-05-07","03:23 PM","03:05 AM","05:05 AM","06:37 PM","shanghai"
"1148","2017-05-08",18,16,0,8.3,4,84,13,17,17,17,29,85,79,0.7,1011,18,7,148,17,207,"Very unhealthy","2017-05-08","04:17 PM","03:39 AM","05:04 AM","06:38 PM","shanghai"
"1149","2017-05-09",21,15,0,12,4,91,16,20,21,20,26,53,80,0.7,1011,21,9,274,19,300,"Very unhealthy","2017-05-09","05:11 PM","04:12 AM","05:04 AM","06:38 PM","shanghai"
"1150","2017-05-10",30,15,0,13.4,7,99,17,26,26,25,18,1,63,0,1014,30,10,198,13,315,"Hazardous","2017-05-10","06:04 PM","04:47 AM","05:03 AM","06:39 PM","shanghai"
"1151","2017-05-11",31,19,0,13.4,7,100,18,27,27,26,14,15,64,0,1012,31,10,167,9,308,"Hazardous","2017-05-11","06:57 PM","05:23 AM","05:02 AM","06:40 PM","shanghai"
"1152","2017-05-12",19,15,0,10.8,4,87,17,19,19,19,18,63,89,4.8,1010,19,10,131,12,210,"Very unhealthy","2017-05-12","07:49 PM","06:01 AM","05:01 AM","06:40 PM","shanghai"
"1153","2017-05-13",28,15,0,13.4,6,80,17,24,24,23,19,9,73,0,1009,28,10,201,13,302,"Hazardous","2017-05-13","08:40 PM","06:41 AM","05:01 AM","06:41 PM","shanghai"
"1154","2017-05-14",27,17,0,13.4,6,72,18,24,24,23,15,27,75,0.2,1013,27,10,75,11,315,"Hazardous","2017-05-14","09:30 PM","07:26 AM","05:00 AM","06:42 PM","shanghai"
"1155","2017-05-15",23,17,0,13.8,6,65,12,20,21,20,18,30,62,0,1014,23,10,90,13,167,"Unhealthy","2017-05-15","10:17 PM","08:12 AM","04:59 AM","06:42 PM","shanghai"
"1156","2017-05-16",23,15,0,13.3,5,58,11,19,20,19,17,25,60,0,1012,23,10,87,12,125,"Unhealthy for sensitive groups","2017-05-16","11:03 PM","09:02 AM","04:59 AM","06:43 PM","shanghai"
"1157","2017-05-17",26,12,0,13.9,6,50,15,23,23,23,11,1,65,0,1013,26,10,158,9,137,"Unhealthy for sensitive groups","2017-05-17","11:45 PM","09:55 AM","04:58 AM","06:44 PM","shanghai"
"1158","2017-05-18",26,16,0,13.9,6,43,15,23,23,22,22,5,65,0,1015,26,10,139,16,153,"Unhealthy","2017-05-18","No moonrise","10:49 AM","04:57 AM","06:44 PM","shanghai"
"1159","2017-05-19",25,18,0,9.8,5,36,15,22,22,21,30,71,69,0,1014,25,10,140,21,183,"Unhealthy","2017-05-19","12:25 AM","11:46 AM","04:57 AM","06:45 PM","shanghai"
"1160","2017-05-20",27,19,0,13.9,6,29,18,24,24,23,30,28,77,0,1011,27,10,144,21,140,"Unhealthy for sensitive groups","2017-05-20","01:04 AM","12:44 PM","04:56 AM","06:46 PM","shanghai"
"1161","2017-05-21",26,19,0,13.9,6,21,18,23,23,23,25,21,77,0,1011,26,10,132,18,138,"Unhealthy for sensitive groups","2017-05-21","01:43 AM","01:44 PM","04:56 AM","06:46 PM","shanghai"
"1162","2017-05-22",28,19,0,13.9,6,14,19,24,24,23,23,32,79,0,1010,28,9,125,17,138,"Unhealthy for sensitive groups","2017-05-22","02:20 AM","02:47 PM","04:55 AM","06:47 PM","shanghai"
"1163","2017-05-23",25,21,0,9.9,5,7,21,25,25,22,19,79,92,7.6,1008,25,7,121,13,138,"Unhealthy for sensitive groups","2017-05-23","03:00 AM","03:52 PM","04:55 AM","06:48 PM","shanghai"
"1164","2017-05-24",22,17,0,11,5,0,17,20,21,20,26,81,84,0.5,1010,22,9,179,19,150,"Unhealthy for sensitive groups","2017-05-24","03:43 AM","04:59 PM","04:54 AM","06:48 PM","shanghai"
"1165","2017-05-25",28,15,0,13.3,5,0,11,23,23,23,14,21,52,0,1011,28,10,272,10,220,"Very unhealthy","2017-05-25","04:28 AM","06:08 PM","04:54 AM","06:49 PM","shanghai"
"1166","2017-05-26",26,17,0,14,6,0,15,23,23,23,15,4,62,0,1013,26,10,104,11,267,"Very unhealthy","2017-05-26","05:19 AM","07:17 PM","04:53 AM","06:50 PM","shanghai"
"1167","2017-05-27",29,16,0,14,7,8,15,25,25,25,16,3,58,0,1013,29,10,156,12,167,"Unhealthy","2017-05-27","06:14 AM","08:23 PM","04:53 AM","06:50 PM","shanghai"
"1168","2017-05-28",30,18,0,13.3,6,15,14,25,25,24,19,18,56,0,1013,30,10,153,13,190,"Unhealthy","2017-05-28","07:15 AM","09:25 PM","04:53 AM","06:51 PM","shanghai"
"1169","2017-05-29",29,18,0,14,7,22,17,26,26,25,21,1,66,0,1012,29,10,141,17,125,"Unhealthy for sensitive groups","2017-05-29","08:17 AM","10:20 PM","04:52 AM","06:51 PM","shanghai"
"1170","2017-05-30",30,20,0,13.4,6,29,20,27,27,25,23,36,74,0,1008,30,10,162,16,138,"Unhealthy for sensitive groups","2017-05-30","09:21 AM","11:10 PM","04:52 AM","06:52 PM","shanghai"
"1171","2017-05-31",32,23,0,13.4,6,33,19,29,29,28,15,48,62,1,1003,32,10,213,9,293,"Very unhealthy","2017-05-31","10:24 AM","11:53 PM","04:52 AM","06:53 PM","shanghai"
"1172","2017-06-01",30,23,0,14,6,46,22,30,30,27,10,21,73,1.2,1001,30,10,186,7,328,"Hazardous","2017-06-01","11:25 AM","No moonset","04:51 AM","06:53 PM","shanghai"
"1173","2017-06-02",29,20,0,14,7,53,18,27,27,25,18,22,65,0,1005,29,10,91,14,250,"Very unhealthy","2017-06-02","12:22 PM","12:32 AM","04:51 AM","06:54 PM","shanghai"
"1174","2017-06-03",29,19,0,13.4,6,61,15,24,24,24,20,24,60,0,1008,29,10,102,15,112,"Unhealthy for sensitive groups","2017-06-03","01:19 PM","01:08 AM","04:51 AM","06:54 PM","shanghai"
"1175","2017-06-04",27,18,0,14,6,68,15,23,23,23,21,20,65,0,1010,27,10,87,16,112,"Unhealthy for sensitive groups","2017-06-04","02:13 PM","01:42 AM","04:51 AM","06:55 PM","shanghai"
"1176","2017-06-05",21,19,0,8.8,5,76,17,21,21,21,29,82,79,0.1,1012,21,10,107,18,125,"Unhealthy for sensitive groups","2017-06-05","03:06 PM","02:15 AM","04:51 AM","06:55 PM","shanghai"
"1177","2017-06-06",29,21,0,8.8,6,83,20,27,27,24,23,89,77,0.8,1008,29,9,239,16,175,"Unhealthy","2017-06-06","04:00 PM","02:49 AM","04:50 AM","06:56 PM","shanghai"
"1178","2017-06-07",28,18,0,13.4,5,91,16,25,25,24,15,31,62,0,1012,28,10,299,11,306,"Hazardous","2017-06-07","04:52 PM","03:24 AM","04:50 AM","06:56 PM","shanghai"
"1179","2017-06-08",29,19,0,14.1,7,98,18,28,28,26,13,11,62,0,1012,29,10,204,9,327,"Hazardous","2017-06-08","05:45 PM","04:01 AM","04:50 AM","06:57 PM","shanghai"
"1180","2017-06-09",31,21,0,13.4,6,100,21,28,28,26,15,53,77,0.6,1009,31,9,177,11,317,"Hazardous","2017-06-09","06:36 PM","04:40 AM","04:50 AM","06:57 PM","shanghai"
"1181","2017-06-10",28,23,0,9.9,6,87,23,27,27,25,16,75,88,1,1005,28,10,115,12,160,"Unhealthy","2017-06-10","07:27 PM","05:23 AM","04:50 AM","06:57 PM","shanghai"
"1182","2017-06-11",28,21,0,13.4,6,79,19,26,26,24,20,62,73,0.5,1009,28,9,86,16,112,"Unhealthy for sensitive groups","2017-06-11","08:15 PM","06:09 AM","04:50 AM","06:58 PM","shanghai"
"1183","2017-06-12",22,20,0,8.8,5,71,19,21,21,21,17,94,88,9.7,1011,22,8,103,12,138,"Unhealthy for sensitive groups","2017-06-12","09:02 PM","06:58 AM","04:50 AM","06:58 PM","shanghai"
"1184","2017-06-13",20,19,0,8.8,4,64,20,20,20,20,15,97,96,21.7,1012,20,4,101,10,125,"Unhealthy for sensitive groups","2017-06-13","09:45 PM","07:50 AM","04:50 AM","06:59 PM","shanghai"
"1185","2017-06-14",25,18,0,14.1,6,56,18,23,23,22,15,34,80,0,1012,25,8,50,11,112,"Unhealthy for sensitive groups","2017-06-14","10:26 PM","08:43 AM","04:50 AM","06:59 PM","shanghai"
"1186","2017-06-15",26,16,0,13.4,5,49,15,23,23,22,9,48,67,0,1011,26,10,120,6,217,"Very unhealthy","2017-06-15","11:05 PM","09:39 AM","04:50 AM","06:59 PM","shanghai"
"1187","2017-06-16",26,19,0,14.5,6,41,16,24,24,23,15,15,68,0,1010,26,10,134,11,210,"Very unhealthy","2017-06-16","11:42 PM","10:35 AM","04:50 AM","07:00 PM","shanghai"
"1188","2017-06-17",28,18,0,14.5,6,34,17,25,25,25,15,10,65,0,1009,28,10,112,11,203,"Very unhealthy","2017-06-17","No moonrise","11:33 AM","04:51 AM","07:00 PM","shanghai"
"1189","2017-06-18",27,19,0,12.3,5,26,19,25,25,24,22,41,77,0,1009,27,9,140,16,157,"Unhealthy","2017-06-18","12:18 AM","12:33 PM","04:51 AM","07:00 PM","shanghai"
"1190","2017-06-19",24,22,0,9.1,5,19,22,26,26,23,17,88,92,2.4,1006,24,7,143,12,138,"Unhealthy for sensitive groups","2017-06-19","12:56 AM","01:35 PM","04:51 AM","07:01 PM","shanghai"
"1191","2017-06-20",29,22,0,13.4,6,11,23,29,29,26,14,55,84,0.3,1003,29,7,223,11,138,"Unhealthy for sensitive groups","2017-06-20","01:36 AM","02:39 PM","04:51 AM","07:01 PM","shanghai"
"1192","2017-06-21",25,22,0,11.2,5,4,22,26,26,24,18,67,90,1.4,1006,25,9,129,12,157,"Unhealthy","2017-06-21","02:18 AM","03:46 PM","04:51 AM","07:01 PM","shanghai"
"1193","2017-06-22",24,22,0,9.1,5,0,22,25,25,23,19,100,94,0,1006,24,8,104,13,150,"Unhealthy for sensitive groups","2017-06-22","03:05 AM","04:53 PM","04:51 AM","07:01 PM","shanghai"
"1194","2017-06-23",27,21,0,9.1,6,0,23,28,28,25,8,96,93,19.4,1006,27,5,99,5,243,"Very unhealthy","2017-06-23","03:57 AM","06:01 PM","04:52 AM","07:01 PM","shanghai"
"1195","2017-06-24",25,22,0,10.2,5,0,24,28,28,25,7,83,95,5.6,1002,25,5,187,4,175,"Unhealthy","2017-06-24","04:54 AM","07:06 PM","04:52 AM","07:02 PM","shanghai"
"1196","2017-06-25",26,21,0,10.2,5,4,23,26,26,24,19,75,95,6.9,1004,26,6,228,13,223,"Very unhealthy","2017-06-25","05:57 AM","08:06 PM","04:52 AM","07:02 PM","shanghai"
"1197","2017-06-26",28,21,0,14.5,6,11,22,28,28,25,12,34,84,2.9,1007,28,8,197,7,312,"Hazardous","2017-06-26","07:02 AM","09:00 PM","04:53 AM","07:02 PM","shanghai"
"1198","2017-06-27",28,22,0,14.5,6,19,22,28,28,25,17,31,84,1.1,1009,28,9,212,11,323,"Hazardous","2017-06-27","08:07 AM","09:47 PM","04:53 AM","07:02 PM","shanghai"
"1199","2017-06-28",24,21,0,11.2,5,26,22,26,26,23,11,56,91,0,1011,24,7,156,8,250,"Very unhealthy","2017-06-28","09:11 AM","10:29 PM","04:53 AM","07:02 PM","shanghai"
"1200","2017-06-29",28,20,0,10.1,6,34,23,28,28,25,9,78,88,2.4,1009,28,6,166,6,150,"Unhealthy for sensitive groups","2017-06-29","10:12 AM","11:08 PM","04:54 AM","07:02 PM","shanghai"
"1201","2017-06-30",31,23,0,13.4,6,42,24,31,31,27,12,49,81,0,1008,31,8,188,8,138,"Unhealthy for sensitive groups","2017-06-30","11:10 AM","11:43 PM","04:54 AM","07:02 PM","shanghai"
"1202","2017-07-01",31,24,0,14.5,6,47,25,33,33,28,11,29,82,4.3,1006,31,10,160,7,200,"Unhealthy","2017-07-01","12:06 PM","No moonset","04:54 AM","07:02 PM","shanghai"
"1203","2017-07-02",31,25,0,12.3,6,55,25,32,32,28,22,51,85,0.5,1006,31,10,171,14,138,"Unhealthy for sensitive groups","2017-07-02","01:01 PM","12:17 AM","04:55 AM","07:02 PM","shanghai"
"1204","2017-07-03",32,24,0,14.5,6,62,25,34,34,29,14,29,82,2.8,1006,32,10,175,9,138,"Unhealthy for sensitive groups","2017-07-03","01:54 PM","12:51 AM","04:55 AM","07:02 PM","shanghai"
"1205","2017-07-04",31,25,0,14.5,6,69,24,33,33,29,16,37,77,0.8,1008,31,10,203,11,150,"Unhealthy for sensitive groups","2017-07-04","02:47 PM","01:25 AM","04:56 AM","07:02 PM","shanghai"
"1206","2017-07-05",35,25,0,13.4,7,76,25,35,35,29,13,53,78,0,1009,35,10,182,8,140,"Unhealthy for sensitive groups","2017-07-05","03:40 PM","02:01 AM","04:56 AM","07:02 PM","shanghai"
"1207","2017-07-06",34,26,0,14.5,7,84,25,36,36,29,19,41,80,1.7,1008,34,10,175,12,138,"Unhealthy for sensitive groups","2017-07-06","04:32 PM","02:40 AM","04:56 AM","07:02 PM","shanghai"
"1208","2017-07-07",35,26,0,12.3,7,91,26,36,36,30,23,35,81,32.9,1007,35,8,187,14,160,"Unhealthy","2017-07-07","05:23 PM","03:22 AM","04:57 AM","07:02 PM","shanghai"
"1209","2017-07-08",34,26,0,13.4,7,98,26,37,37,30,16,54,78,3.1,1007,34,10,195,9,197,"Unhealthy","2017-07-08","06:12 PM","04:06 AM","04:57 AM","07:01 PM","shanghai"
"1210","2017-07-09",32,26,0,12.3,6,100,25,35,35,29,25,62,80,0,1005,32,10,194,15,127,"Unhealthy for sensitive groups","2017-07-09","07:00 PM","04:54 AM","04:58 AM","07:01 PM","shanghai"
"1211","2017-07-10",32,25,0,12.3,6,87,25,34,34,28,22,65,83,1,1004,32,10,221,15,125,"Unhealthy for sensitive groups","2017-07-10","07:45 PM","05:46 AM","04:58 AM","07:01 PM","shanghai"
"1212","2017-07-11",34,24,0,14.4,7,80,25,36,36,30,11,21,79,1.8,1008,34,10,204,7,153,"Unhealthy","2017-07-11","08:26 PM","06:39 AM","04:59 AM","07:01 PM","shanghai"
"1213","2017-07-12",35,25,0,14.4,7,73,26,39,39,31,12,17,75,0.2,1009,35,10,196,8,237,"Very unhealthy","2017-07-12","09:06 PM","07:34 AM","04:59 AM","07:00 PM","shanghai"
"1214","2017-07-13",36,27,0,14,7,65,26,40,40,32,14,24,71,0,1007,36,10,182,8,257,"Very unhealthy","2017-07-13","09:44 PM","08:30 AM","05:00 AM","07:00 PM","shanghai"
"1215","2017-07-14",35,28,0,14,7,58,26,40,40,32,15,34,72,0.1,1007,35,10,173,9,277,"Very unhealthy","2017-07-14","10:20 PM","09:28 AM","05:01 AM","07:00 PM","shanghai"
"1216","2017-07-15",35,27,0,13.6,8,51,26,38,38,30,21,17,77,0,1008,35,10,167,14,210,"Very unhealthy","2017-07-15","10:57 PM","10:25 AM","05:01 AM","06:59 PM","shanghai"
"1217","2017-07-16",34,26,0,13.6,8,44,26,38,38,30,21,8,80,0,1010,34,10,167,15,130,"Unhealthy for sensitive groups","2017-07-16","11:34 PM","11:25 AM","05:02 AM","06:59 PM","shanghai"
"1218","2017-07-17",33,26,0,13.6,8,36,26,36,36,30,22,16,80,0,1011,33,10,166,16,150,"Unhealthy for sensitive groups","2017-07-17","No moonrise","12:26 PM","05:02 AM","06:59 PM","shanghai"
"1219","2017-07-18",35,26,0,13.6,7,29,26,41,41,32,13,13,72,0,1010,35,10,210,9,260,"Very unhealthy","2017-07-18","12:14 AM","01:30 PM","05:03 AM","06:58 PM","shanghai"
"1220","2017-07-19",36,27,0,13.6,7,22,24,39,39,33,13,19,62,0,1007,36,10,212,9,220,"Very unhealthy","2017-07-19","12:57 AM","02:35 PM","05:03 AM","06:58 PM","shanghai"
"1221","2017-07-20",38,30,0,13.5,9,15,23,41,41,35,13,10,53,0,1007,38,10,197,10,200,"Unhealthy","2017-07-20","01:45 AM","03:41 PM","05:04 AM","06:57 PM","shanghai"
"1222","2017-07-21",39,29,0,13.5,9,7,24,42,42,35,13,9,54,0,1009,39,10,185,9,250,"Very unhealthy","2017-07-21","02:38 AM","04:46 PM","05:05 AM","06:57 PM","shanghai"
"1223","2017-07-22",39,29,0,13.5,8,0,25,44,44,36,10,9,57,0,1009,39,10,179,9,302,"Hazardous","2017-07-22","03:37 AM","05:48 PM","05:05 AM","06:56 PM","shanghai"
"1224","2017-07-23",40,29,0,13.5,9,0,25,45,45,36,10,10,55,0,1006,40,10,171,8,243,"Very unhealthy","2017-07-23","04:40 AM","06:45 PM","05:06 AM","06:56 PM","shanghai"
"1225","2017-07-24",40,30,0,13.5,8,0,24,44,44,36,10,14,53,0,1004,40,10,182,8,273,"Very unhealthy","2017-07-24","05:46 AM","07:37 PM","05:07 AM","06:55 PM","shanghai"
"1226","2017-07-25",40,30,0,13.5,9,7,24,43,43,36,10,12,50,0,1004,40,10,145,8,302,"Hazardous","2017-07-25","06:51 AM","08:22 PM","05:07 AM","06:54 PM","shanghai"
"1227","2017-07-26",38,30,0,13.5,8,14,26,43,43,34,10,12,61,0,1005,38,10,99,9,300,"Very unhealthy","2017-07-26","07:55 AM","09:03 PM","05:08 AM","06:54 PM","shanghai"
"1228","2017-07-27",37,28,0,13.5,8,22,25,41,41,34,14,4,62,0,1005,37,10,141,12,277,"Very unhealthy","2017-07-27","08:56 AM","09:41 PM","05:08 AM","06:53 PM","shanghai"
"1229","2017-07-28",35,28,0,13.4,8,29,26,41,41,33,15,5,68,0,1007,35,10,132,13,138,"Unhealthy for sensitive groups","2017-07-28","09:55 AM","10:16 PM","05:09 AM","06:52 PM","shanghai"
"1230","2017-07-29",35,28,0,13.4,7,36,25,39,39,32,13,24,69,7.3,1006,35,10,115,10,125,"Unhealthy for sensitive groups","2017-07-29","10:51 AM","10:50 PM","05:10 AM","06:52 PM","shanghai"
"1231","2017-07-30",33,28,0,13.3,7,43,25,37,37,31,19,41,73,0,1003,33,10,119,15,138,"Unhealthy for sensitive groups","2017-07-30","11:46 AM","11:25 PM","05:10 AM","06:51 PM","shanghai"
"1232","2017-07-31",34,29,0,13.4,8,47,25,38,38,31,30,33,73,0.1,1002,34,10,133,23,125,"Unhealthy for sensitive groups","2017-07-31","12:40 PM","No moonset","05:11 AM","06:50 PM","shanghai"
"1233","2017-08-01",34,28,0,13.3,7,58,25,37,37,31,33,29,72,0.1,1003,34,10,143,24,113,"Unhealthy for sensitive groups","2017-08-01","01:33 PM","12:01 AM","05:12 AM","06:50 PM","shanghai"
"1234","2017-08-02",34,28,0,13.4,8,65,25,36,36,30,31,23,72,0,1002,34,10,147,23,125,"Unhealthy for sensitive groups","2017-08-02","02:25 PM","12:38 AM","05:12 AM","06:49 PM","shanghai"
"1235","2017-08-03",36,28,0,13.4,8,73,25,39,39,32,22,15,69,0,1000,36,10,153,17,157,"Unhealthy","2017-08-03","03:17 PM","01:19 AM","05:13 AM","06:48 PM","shanghai"
"1236","2017-08-04",37,28,0,13.3,7,80,26,42,42,33,13,20,71,0,1001,37,10,158,10,233,"Very unhealthy","2017-08-04","04:07 PM","02:02 AM","05:13 AM","06:47 PM","shanghai"
"1237","2017-08-05",36,28,0,13.3,7,87,26,43,43,33,5,34,69,3.5,1002,36,10,212,4,304,"Hazardous","2017-08-05","04:55 PM","02:49 AM","05:14 AM","06:46 PM","shanghai"
"1238","2017-08-06",37,29,0,12,7,94,25,41,41,33,11,38,66,0.8,1002,37,10,216,8,323,"Hazardous","2017-08-06","05:42 PM","03:40 AM","05:15 AM","06:45 PM","shanghai"
"1239","2017-08-07",38,29,0,13.3,8,100,26,45,45,35,10,25,62,0,1002,38,10,180,8,323,"Hazardous","2017-08-07","06:25 PM","04:32 AM","05:15 AM","06:45 PM","shanghai"
"1240","2017-08-08",35,29,0,13.3,8,100,26,41,41,33,12,30,67,3.5,1001,35,10,261,9,190,"Unhealthy","2017-08-08","07:06 PM","05:28 AM","05:16 AM","06:44 PM","shanghai"
"1241","2017-08-09",33,27,0,13.3,7,84,25,35,35,30,13,39,75,1.7,1000,33,10,267,10,175,"Unhealthy","2017-08-09","07:45 PM","06:24 AM","05:17 AM","06:43 PM","shanghai"
"1242","2017-08-10",34,27,0,13.3,8,77,24,38,38,32,9,25,65,0.2,1002,34,10,254,7,220,"Very unhealthy","2017-08-10","08:22 PM","07:22 AM","05:17 AM","06:42 PM","shanghai"
"1243","2017-08-11",36,27,0,13.2,8,69,24,39,39,33,11,11,62,0,1005,36,10,181,9,315,"Hazardous","2017-08-11","08:59 PM","08:20 AM","05:18 AM","06:41 PM","shanghai"
"1244","2017-08-12",29,28,0,9.5,6,62,25,34,34,29,17,63,80,0,1007,29,10,140,12,260,"Very unhealthy","2017-08-12","09:36 PM","09:20 AM","05:19 AM","06:40 PM","shanghai"
"1245","2017-08-13",35,28,0,13.2,8,55,25,38,38,32,16,41,69,3.7,1005,35,10,205,12,200,"Unhealthy","2017-08-13","10:14 PM","10:20 AM","05:19 AM","06:39 PM","shanghai"
"1246","2017-08-14",33,27,0,13.2,7,47,25,37,37,31,15,46,71,8.3,1004,33,9,267,10,175,"Unhealthy","2017-08-14","10:55 PM","11:22 AM","05:20 AM","06:38 PM","shanghai"
"1247","2017-08-15",33,27,0,13.2,7,40,24,36,36,31,12,41,69,1.6,1005,33,10,285,9,305,"Hazardous","2017-08-15","11:40 PM","12:25 PM","05:20 AM","06:37 PM","shanghai"
"1248","2017-08-16",33,27,0,13.2,7,33,24,35,35,30,8,40,69,6.4,1006,33,10,267,6,163,"Unhealthy","2017-08-16","No moonrise","01:29 PM","05:21 AM","06:36 PM","shanghai"
"1249","2017-08-17",34,26,0,13.1,7,26,24,36,36,31,8,32,68,4.9,1008,34,10,222,6,150,"Unhealthy for sensitive groups","2017-08-17","12:29 AM","02:32 PM","05:22 AM","06:35 PM","shanghai"
"1250","2017-08-18",34,27,0,13.1,8,18,24,37,37,31,11,19,69,0,1010,34,10,168,8,150,"Unhealthy for sensitive groups","2017-08-18","01:25 AM","03:34 PM","05:22 AM","06:34 PM","shanghai"
"1251","2017-08-19",36,27,0,13.1,7,11,25,39,39,32,17,19,67,0,1008,36,10,175,12,220,"Very unhealthy","2017-08-19","02:24 AM","04:32 PM","05:23 AM","06:33 PM","shanghai"
"1252","2017-08-20",34,28,0,13.1,7,4,25,36,36,31,10,36,72,2.6,1006,34,10,210,8,150,"Unhealthy for sensitive groups","2017-08-20","03:28 AM","05:25 PM","05:23 AM","06:32 PM","shanghai"
"1253","2017-08-21",34,27,0,13.1,7,0,25,37,37,31,10,20,69,4.3,1006,34,10,173,7,180,"Unhealthy","2017-08-21","04:32 AM","06:12 PM","05:24 AM","06:31 PM","shanghai"
"1254","2017-08-22",34,27,0,13,7,0,26,37,37,30,21,28,77,0.4,1008,34,10,130,17,125,"Unhealthy for sensitive groups","2017-08-22","05:37 AM","06:56 PM","05:25 AM","06:29 PM","shanghai"
"1255","2017-08-23",34,28,0,13,8,3,25,38,38,31,25,25,73,0,1009,34,10,149,19,138,"Unhealthy for sensitive groups","2017-08-23","06:39 AM","07:35 PM","05:25 AM","06:28 PM","shanghai"
